CDM_ID,CREATED,EMERGENCY_REPORTABLE,TCA,MIN_RNG,PC,SAT_1_ID,SAT_1_NAME,SAT1_OBJECT_TYPE,SAT1_RCS,SAT_1_EXCL_VOL,SAT_2_ID,SAT_2_NAME,SAT2_OBJECT_TYPE,SAT2_RCS,SAT_2_EXCL_VOL
"63312230","2020-12-14 00:41:53.000000","Y","2020-12-16T02:03:30.273000","1135","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63312231","2020-12-14 00:41:54.000000","Y","2020-12-16T07:40:37.176000","1296","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63312232","2020-12-14 00:41:54.000000","Y","2020-12-16T13:17:57.654000","1464","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63312233","2020-12-14 00:41:55.000000","Y","2020-12-16T18:55:32.454000","1639","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63312234","2020-12-14 00:41:55.000000","Y","2020-12-17T00:33:18.836000","1819","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63396975","2020-12-14 10:37:54.000000","Y","2020-12-16T10:32:52.001000","143","0.0001070801","506","EXPLORER 16","PAYLOAD","MEDIUM","5.00","38191","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"63396987","2020-12-14 10:37:54.000000","Y","2020-12-16T04:53:00.576000","98","0.0002929855","871","SCOUT X-4 R/B","ROCKET BODY","MEDIUM","3.00","8800","SL-3 R/B","ROCKET BODY","LARGE","3.00"
"63397047","2020-12-14 10:37:56.000000","Y","2020-12-15T02:08:56.166000","342","0.000312683","5917","METEOR 1-11","PAYLOAD","LARGE","5.00","45501","METEOR 2-6 DEB","DEBRIS","SMALL","1.00"
"63397083","2020-12-14 10:37:54.000000","Y","2020-12-16T04:53:00.576000","98","0.0002929855","8800","SL-3 R/B","ROCKET BODY","LARGE","3.00","871","SCOUT X-4 R/B","ROCKET BODY","MEDIUM","3.00"
"63397121","2020-12-14 10:38:00.000000","Y","2020-12-16T17:05:13.450000","783","0.0002025121","12642","COSMOS 1293","PAYLOAD","MEDIUM","5.00","43357","GLOBALSTAR M004 DEB","DEBRIS","SMALL","1.00"
"63397143","2020-12-14 10:37:59.000000","Y","2020-12-17T07:10:31.561000","751","0.0003786411","13916","COSMOS 1447","PAYLOAD","LARGE","5.00","42126","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"63397173","2020-12-14 10:37:53.000000","Y","2020-12-17T07:56:54.522000","86","0.001498902","14452","METEOR 2-10","PAYLOAD","LARGE","5.00","35177","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"63397294","2020-12-14 10:37:57.000000","Y","2020-12-14T21:27:14.557000","472","0.0003044764","17584","COSMOS 1829","PAYLOAD","LARGE","5.00","270252","UNKNOWN","UNKNOWN","","3.00"
"63397295","2020-12-14 10:37:52.000000","Y","2020-12-16T21:57:25.128000","39","0.0004593395","17800","COSMOS 1375 DEB","DEBRIS","SMALL","1.00","32455","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"63397401","2020-12-14 10:37:52.000000","Y","2020-12-16T04:27:37.057000","33","0.0001878914","22499","SL-16 DEB","DEBRIS","SMALL","1.00","87228","UNKNOWN","UNKNOWN","","3.00"
"63397465","2020-12-14 10:37:53.000000","Y","2020-12-17T08:17:23.622000","49","0.004819517","24841","IRIDIUM 16","PAYLOAD","LARGE","5.00","34962","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"63398137","2020-12-14 10:37:52.000000","Y","2020-12-15T07:01:07.032000","31","0.0005464642","30845","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","37094","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"63398145","2020-12-14 10:37:59.000000","Y","2020-12-16T03:56:03.266000","689","0.0001006244","31126","MAST","PAYLOAD","SMALL","5.00","30491","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"63398549","2020-12-14 10:37:53.000000","Y","2020-12-15T12:05:19.109000","98","0.0002319782","31814","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","82428","UNKNOWN","UNKNOWN","","3.00"
"63398571","2020-12-14 10:37:52.000000","Y","2020-12-16T21:57:25.128000","39","0.0004593395","32455","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","17800","COSMOS 1375 DEB","DEBRIS","SMALL","1.00"
"63398593","2020-12-14 10:37:57.000000","Y","2020-12-15T19:37:06.707000","399","0.0005254526","33062","ORBCOMM FM 29","PAYLOAD","MEDIUM","5.00","33996","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"63398728","2020-12-14 10:37:53.000000","Y","2020-12-14T15:42:36.263000","66","0.0001395519","33599","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","38470","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00"
"63398762","2020-12-14 10:37:53.000000","Y","2020-12-17T08:17:23.622000","49","0.004819517","34962","COSMOS 2251 DEB","DEBRIS","SMALL","1.00","24841","IRIDIUM 16","PAYLOAD","LARGE","5.00"
"63398764","2020-12-14 10:37:53.000000","Y","2020-12-17T07:56:54.522000","86","0.001498902","35177","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","14452","METEOR 2-10","PAYLOAD","LARGE","5.00"
"63399164","2020-12-14 10:37:52.000000","Y","2020-12-15T07:01:07.032000","31","0.0005464642","37094","COSMOS 2251 DEB","DEBRIS","SMALL","1.00","30845","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"63399321","2020-12-14 10:37:53.000000","Y","2020-12-14T15:42:36.263000","66","0.0001395519","38470","IRIDIUM 33 DEB","DEBRIS","SMALL","1.00","33599","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"63400033","2020-12-14 10:37:52.000000","Y","2020-12-16T23:29:40.508000","25","0.0001160552","40558","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00","41824","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"63400414","2020-12-14 10:37:52.000000","Y","2020-12-16T23:29:40.508000","25","0.0001160552","41824","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","40558","DMSP 5D-2 F13 DEB","DEBRIS","SMALL","1.00"
"63414551","2020-12-14 11:03:23.000000","Y","2020-12-15T08:18:30.336000","3877","","15057","RADUGA 15","PAYLOAD","LARGE","0.00","25611","FENGYUN 2A AKM","ROCKET BODY","MEDIUM","0.00"
"63415253","2020-12-14 11:03:23.000000","Y","2020-12-15T08:18:30.336000","3877","","25611","FENGYUN 2A AKM","ROCKET BODY","MEDIUM","0.00","15057","RADUGA 15","PAYLOAD","LARGE","0.00"
"63415378","2020-12-14 11:03:17.000000","Y","2020-12-14T16:43:24.475000","2821","","26534","ARIANE 1 DEB","DEBRIS","MEDIUM","0.00","40856","CZ-3C DEB","DEBRIS","MEDIUM","0.00"
"63415832","2020-12-14 11:03:05.000000","Y","2020-12-14T11:57:31.710000","107","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415834","2020-12-14 11:03:05.000000","Y","2020-12-14T17:43:16.089000","113","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415836","2020-12-14 11:03:05.000000","Y","2020-12-14T23:28:59.097000","118","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415838","2020-12-14 11:03:05.000000","Y","2020-12-15T05:14:39.142000","122","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415840","2020-12-14 11:03:05.000000","Y","2020-12-15T11:00:13.368000","125","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415842","2020-12-14 11:03:05.000000","Y","2020-12-15T16:45:35.267000","126","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415844","2020-12-14 11:03:05.000000","Y","2020-12-15T22:30:41.529000","127","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415845","2020-12-14 11:03:06.000000","Y","2020-12-16T00:18:43.240000","178","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415846","2020-12-14 11:03:05.000000","Y","2020-12-16T04:15:25.237000","127","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415847","2020-12-14 11:03:05.000000","Y","2020-12-16T09:59:41.073000","126","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415848","2020-12-14 11:03:05.000000","Y","2020-12-16T15:43:16.998000","125","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415849","2020-12-14 11:03:05.000000","Y","2020-12-16T21:26:03.916000","125","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415850","2020-12-14 11:03:05.000000","Y","2020-12-17T03:07:58.651000","125","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63415851","2020-12-14 11:03:05.000000","Y","2020-12-17T08:49:04.000000","126","","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416347","2020-12-14 11:03:05.000000","Y","2020-12-14T11:08:57.145000","110","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416349","2020-12-14 11:03:05.000000","Y","2020-12-14T16:50:07.306000","113","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416351","2020-12-14 11:03:05.000000","Y","2020-12-14T22:30:27.221000","120","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416353","2020-12-14 11:03:06.000000","Y","2020-12-15T04:09:58.488000","132","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416355","2020-12-14 11:03:06.000000","Y","2020-12-15T09:48:48.888000","147","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416356","2020-12-14 11:03:07.000000","Y","2020-12-15T11:35:44.545000","260","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416357","2020-12-14 11:03:06.000000","Y","2020-12-15T15:27:03.892000","166","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416358","2020-12-14 11:03:07.000000","Y","2020-12-15T17:22:33.240000","299","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416359","2020-12-14 11:03:06.000000","Y","2020-12-15T21:04:41.025000","189","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416360","2020-12-14 11:03:07.000000","Y","2020-12-15T23:13:17.289000","339","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416361","2020-12-14 11:03:06.000000","Y","2020-12-16T02:41:59.400000","214","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416362","2020-12-14 11:03:06.000000","Y","2020-12-16T08:18:54.884000","243","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416363","2020-12-14 11:03:07.000000","Y","2020-12-16T13:55:33.317000","274","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416364","2020-12-14 11:03:07.000000","Y","2020-12-16T19:32:02.682000","307","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416365","2020-12-14 11:03:07.000000","Y","2020-12-17T01:08:27.130000","343","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416366","2020-12-14 11:03:07.000000","Y","2020-12-17T06:44:57.170000","382","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63416939","2020-12-14 11:03:17.000000","Y","2020-12-14T16:43:24.475000","2821","","40856","CZ-3C DEB","DEBRIS","MEDIUM","0.00","26534","ARIANE 1 DEB","DEBRIS","MEDIUM","0.00"
"63417449","2020-12-14 11:03:05.000000","Y","2020-12-14T11:57:31.710000","107","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417451","2020-12-14 11:03:05.000000","Y","2020-12-14T17:43:16.089000","113","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417453","2020-12-14 11:03:05.000000","Y","2020-12-14T23:28:59.097000","118","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417455","2020-12-14 11:03:05.000000","Y","2020-12-15T05:14:39.142000","122","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417457","2020-12-14 11:03:05.000000","Y","2020-12-15T11:00:13.368000","125","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417459","2020-12-14 11:03:05.000000","Y","2020-12-15T16:45:35.267000","126","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417461","2020-12-14 11:03:05.000000","Y","2020-12-15T22:30:41.529000","127","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417462","2020-12-14 11:03:06.000000","Y","2020-12-16T00:18:43.240000","178","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417463","2020-12-14 11:03:05.000000","Y","2020-12-16T04:15:25.237000","127","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417464","2020-12-14 11:03:05.000000","Y","2020-12-16T09:59:41.073000","126","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417465","2020-12-14 11:03:05.000000","Y","2020-12-16T15:43:16.998000","125","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417466","2020-12-14 11:03:05.000000","Y","2020-12-16T21:26:03.916000","125","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417467","2020-12-14 11:03:05.000000","Y","2020-12-17T03:07:58.651000","125","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417468","2020-12-14 11:03:05.000000","Y","2020-12-17T08:49:04.000000","126","","44983","SL-12 DEB","DEBRIS","MEDIUM","0.00","29682","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417509","2020-12-14 11:03:05.000000","Y","2020-12-14T11:08:57.145000","110","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417511","2020-12-14 11:03:05.000000","Y","2020-12-14T16:50:07.306000","113","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417513","2020-12-14 11:03:05.000000","Y","2020-12-14T22:30:27.221000","120","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417515","2020-12-14 11:03:06.000000","Y","2020-12-15T04:09:58.488000","132","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417517","2020-12-14 11:03:06.000000","Y","2020-12-15T09:48:48.888000","147","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417518","2020-12-14 11:03:07.000000","Y","2020-12-15T11:35:44.545000","260","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417519","2020-12-14 11:03:06.000000","Y","2020-12-15T15:27:03.892000","166","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417520","2020-12-14 11:03:07.000000","Y","2020-12-15T17:22:33.240000","299","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417521","2020-12-14 11:03:06.000000","Y","2020-12-15T21:04:41.025000","189","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417522","2020-12-14 11:03:07.000000","Y","2020-12-15T23:13:17.289000","339","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417523","2020-12-14 11:03:06.000000","Y","2020-12-16T02:41:59.400000","214","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417524","2020-12-14 11:03:06.000000","Y","2020-12-16T08:18:54.884000","243","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417525","2020-12-14 11:03:07.000000","Y","2020-12-16T13:55:33.317000","274","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417526","2020-12-14 11:03:07.000000","Y","2020-12-16T19:32:02.682000","307","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417527","2020-12-14 11:03:07.000000","Y","2020-12-17T01:08:27.130000","343","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63417528","2020-12-14 11:03:07.000000","Y","2020-12-17T06:44:57.170000","382","","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00"
"63421778","2020-12-14 16:31:11.000000","Y","2020-12-16T10:32:52.006000","148","0.0001110224","506","EXPLORER 16","PAYLOAD","MEDIUM","5.00","38191","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"63421813","2020-12-14 16:31:10.000000","Y","2020-12-16T04:53:00.576000","120","0.0001294818","871","SCOUT X-4 R/B","ROCKET BODY","MEDIUM","3.00","8800","SL-3 R/B","ROCKET BODY","LARGE","3.00"
"63422055","2020-12-14 16:31:10.000000","Y","2020-12-16T04:53:00.576000","120","0.0001294818","8800","SL-3 R/B","ROCKET BODY","LARGE","3.00","871","SCOUT X-4 R/B","ROCKET BODY","MEDIUM","3.00"
"63422153","2020-12-14 16:31:19.000000","Y","2020-12-16T17:05:13.450000","785","0.0002020839","12642","COSMOS 1293","PAYLOAD","MEDIUM","5.00","43357","GLOBALSTAR M004 DEB","DEBRIS","SMALL","1.00"
"63422242","2020-12-14 16:31:19.000000","Y","2020-12-17T07:10:31.562000","746","0.0003901213","13916","COSMOS 1447","PAYLOAD","LARGE","5.00","42126","COSMOS 1275 DEB","DEBRIS","SMALL","1.00"
"63422278","2020-12-14 16:31:10.000000","Y","2020-12-17T07:56:54.526000","94","0.001681747","14452","METEOR 2-10","PAYLOAD","LARGE","5.00","35177","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"63422325","2020-12-14 18:15:48.000000","Y","2020-12-15T08:18:30.309000","3916","","15057","RADUGA 15","PAYLOAD","LARGE","0.00","25611","FENGYUN 2A AKM","ROCKET BODY","MEDIUM","0.00"
"63422533","2020-12-14 16:31:16.000000","Y","2020-12-14T21:27:14.557000","473","0.0002811964","17584","COSMOS 1829","PAYLOAD","LARGE","5.00","270252","UNKNOWN","UNKNOWN","","3.00"
"63422534","2020-12-14 16:31:09.000000","Y","2020-12-16T21:57:25.213000","77","0.0006013777","17800","COSMOS 1375 DEB","DEBRIS","SMALL","1.00","32455","FENGYUN 1C DEB","DEBRIS","SMALL","1.00"
"63422924","2020-12-14 18:16:41.000000","Y","2020-12-16T09:55:45.124000","4962","","23127","ARIANE 44LP+ R/B","ROCKET BODY","LARGE","0.00","28119","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00"
"63423326","2020-12-14 16:31:08.000000","Y","2020-12-17T08:17:23.624000","41","0.007820011","24841","IRIDIUM 16","PAYLOAD","LARGE","5.00","34962","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"63423427","2020-12-14 18:15:48.000000","Y","2020-12-15T08:18:30.309000","3916","","25611","FENGYUN 2A AKM","ROCKET BODY","MEDIUM","0.00","15057","RADUGA 15","PAYLOAD","LARGE","0.00"
"63424050","2020-12-14 18:16:41.000000","Y","2020-12-16T09:55:45.124000","4962","","28119","SL-12 R/B(2)","ROCKET BODY","LARGE","0.00","23127","ARIANE 44LP+ R/B","ROCKET BODY","LARGE","0.00"
"63425251","2020-12-14 16:31:09.000000","Y","2020-12-16T21:57:25.213000","77","0.0006013777","32455","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","17800","COSMOS 1375 DEB","DEBRIS","SMALL","1.00"
"63425322","2020-12-14 16:31:17.000000","Y","2020-12-15T19:37:06.731000","565","0.0002537417","33062","ORBCOMM FM 29","PAYLOAD","MEDIUM","5.00","33996","COSMOS 2251 DEB","DEBRIS","SMALL","1.00"
"63425721","2020-12-14 16:31:08.000000","Y","2020-12-17T08:17:23.624000","41","0.007820011","34962","COSMOS 2251 DEB","DEBRIS","SMALL","1.00","24841","IRIDIUM 16","PAYLOAD","LARGE","5.00"
"63425723","2020-12-14 16:31:10.000000","Y","2020-12-17T07:56:54.526000","94","0.001681747","35177","FENGYUN 1C DEB","DEBRIS","SMALL","1.00","14452","METEOR 2-10","PAYLOAD","LARGE","5.00"
"63425943","2020-12-14 18:14:00.000000","Y","2020-12-14T22:30:15.958000","121","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425945","2020-12-14 18:14:00.000000","Y","2020-12-15T04:09:37.568000","133","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425947","2020-12-14 18:14:00.000000","Y","2020-12-15T09:48:12.368000","150","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425948","2020-12-14 18:14:03.000000","Y","2020-12-15T11:36:49.194000","264","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425949","2020-12-14 18:14:00.000000","Y","2020-12-15T15:26:07.001000","170","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425950","2020-12-14 18:14:03.000000","Y","2020-12-15T17:24:17.474000","304","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425951","2020-12-14 18:14:01.000000","Y","2020-12-15T21:03:36.667000","194","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425952","2020-12-14 18:14:04.000000","Y","2020-12-15T23:16:58.257000","344","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425953","2020-12-14 18:14:02.000000","Y","2020-12-16T02:40:37.529000","220","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425954","2020-12-14 18:14:02.000000","Y","2020-12-16T08:17:19.153000","250","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
"63425955","2020-12-14 18:14:03.000000","Y","2020-12-16T13:53:48.148000","282","","36116","SL-12 R/B(AUX MOTOR)","ROCKET BODY","MEDIUM","0.00","45039","SL-12 DEB","DEBRIS","MEDIUM","0.00"
